"grade","gender","school","dose","season","pre","alcohol","tobacco","marijuana","drugs","sleep","meals","contracts","parentcontracts","longtermeffect","impactonperformance","athletictraining","drinkinginjury","damagemusclefibers","testosterone","adequatesleep","agesstrongly.disagreeagree_disagreeagree","beforestrongly.disagree6","brainmessages","simpletasks","lostpotential","athleticcontractchoice","teammateaccountability","contractcoaches","contractparents","clearcontracts","faircontracts","coachesserious","coachcares","coachesexpectations","coachteamissues","coachesunity","coachescontactparents","coachesavoidsubstanceuse","coachencouragessleep","healthybalancedmeals","parentshealthychoices","parentsavoidatod","parentssleep","parentseathealthy","parentsseecoachasimportant","parentsaddresssensitiveissues","communityatod","communitysleep","communityeatinghabits","communitycharacterbuilding","communityrespectfulbehavior","leadersatod","leaderssleep","leadershelpothers","leadersplayerssleep","leadersplayerseat","socialnormsatod","socialnormsenoughsleep","socialnormseating","socialnormslifestylechoices","socialnormscontracts","socialnormscoachimportant","socialnormssensitivetopics","socialnormsensitivecoach"
"11","Male","White Mountains",1,"Fall",0,1,1,1,1,2,1,3,3,4,4,4,4,4,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"11","Male","Spaulding",1,"Fall",0,1,1,1,1,1,7,3,3,4,4,4,4,4,4,1,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,3,3
"11","Female","Franklin",1,"Fall",0,1,1,1,1,5,1,3,1,2,3,2,1,2,2,3,3,3,3,4,3,2,2,2,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"11","Female","Hinsdale",1,"Fall",0,1,1,1,1,1,7,3,3,4,4,4,4,4,4,1,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"11","Male","Spaulding",1,"Fall",0,1,1,1,1,1,6,2,1,3,3,3,2,3,3,1,3,2,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,1,3,2,3,3,3,3
"11","Male","Epping",1,"Fall",0,1,1,1,1,1,5,3,3,4,4,4,4,4,4,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"11","Female","Lebanon",1,"Fall",1,1,1,1,1,1,5,2,2,4,4,4,4,3,2,1,2,3,3,4,3,3,3,3,2,3,4,4,4,4,4,3,3,4,4,4,3,3,3,3,3,3,3,2,3,2,4,3,4,3,3,3,2,3,3,3,4,4,4,3
"11","Male","Epping",1,"Fall",0,1,1,1,1,6,6,3,3,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"11","Female","Exeter",1,"Fall",0,1,1,1,1,1,5,3,2,3,4,3,2,3,3,1,2,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,2,3,3,3,3,3,2,3,3,3,4,3,3,4,3,3,2,3,3,4,4,4,4,4
"11","Male","Belmont",1,"Fall",0,1,1,1,1,6,1,3,3,3,3,3,4,3,3,4,4,2,3,3,3,4,2,3,4,3,3,3,4,3,4,4,3,4,3,3,3,4,2,3,3,4,3,3,4,3,4,4,4,3,3,3,3,2,3,3,4,4,3,4
"11","Male","Winnisquam",1,"Fall",1,1,1,1,1,1,6,3,3,4,4,4,4,4,4,1,4,2,4,4,4,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,3,3,3,3,3,4,3,3,3,3,4,3,3,4,4,4,4,4
"11","Male","Inter-Lakes",1,"Fall",0,1,1,1,1,1,6,3,3,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"11","Male","Franklin",1,"Fall",0,1,1,1,1,2,7,3,3,4,4,4,4,4,4,2,3,4,4,4,4,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,2,3,3,4,4,4,4,4
"11","Male","Pinkerton",1,"Fall",1,1,1,1,1,2,6,3,2,3,4,3,3,3,3,2,3,2,3,3,3,3,4,4,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,4,4,4,4,4,2,3,3,4,4,3,4,4
"11","Male","White Mountains",1,"Fall",0,1,1,1,1,1,7,3,3,3,4,3,2,2,3,1,3,3,3,4,4,3,3,3,3,3,3,4,4,4,3,3,2,3,3,3,2,3,3,3,3,3,1,2,2,3,3,2,2,2,2,2,2,3,2,3,3,3,3,3
"11","Male","Lebanon",1,"Fall",1,1,1,1,1,6,6,3,3,4,4,4,4,4,4,4,3,3,4,4,4,4,3,3,3,4,4,4,4,3,4,4,3,4,3,3,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,4,4
"11","Male","Newmarket",1,"Fall",0,1,1,7,1,1,6,3,3,4,4,1,3,3,3,1,3,4,4,4,3,1,1,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,1,3,3,3,2,4,4,4,4,4,1,4,4,4,4,4,4,4
"11","Male","Lebanon",1,"Fall",1,1,1,1,1,1,6,3,3,4,3,3,3,3,3,1,3,3,3,3,3,1,1,3,3,3,2,4,3,3,3,3,3,3,4,4,3,4,4,4,3,3,3,3,3,3,3,4,3,3,4,4,2,3,3,3,3,3,3,3
"11","Female","Lebanon",1,"Fall",0,1,1,1,1,1,6,3,3,4,4,4,4,4,4,1,4,2,4,4,4,4,4,4,4,4,4,4,2,4,3,3,2,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4
"11","Female","Littleton",1,"Fall",1,1,1,1,1,2,5,3,3,3,3,3,2,3,3,2,2,2,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,4,4,4,3,3,1,2,2,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3
"11","Female","Epping",1,"Fall",1,2,1,6,1,2,6,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,1,2,3,3,3,3,3,3
"11","Female","Hinsdale",1,"Fall",1,1,1,1,1,2,7,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,4,3,4,3,3,4,4,3,3,2,4,4,4,2,4,3,3,2,4,2,3,2,2,2,4,4,4,4,4,3,4,3,3,3,2,4,3
"11","Male","Lebanon",1,"Fall",1,1,1,1,1,1,5,3,3,3,4,4,3,3,2,1,2,3,4,3,3,4,4,4,3,4,4,4,3,4,3,3,2,4,4,4,3,4,4,4,4,4,3,3,3,3,3,4,4,3,3,3,2,3,2,3,4,3,4,3
"11","Male","Hinsdale",1,"Fall",1,1,1,1,1,1,6,3,3,4,4,3,3,3,3,1,3,3,4,4,4,3,3,3,3,4,4,4,4,3,3,3,3,4,4,4,3,4,3,4,3,4,2,3,2,3,3,4,3,3,3,3,2,3,2,3,3,3,3,3
"11","Female","Woodsville",1,"Fall",1,1,1,1,1,2,6,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3
"11","Male","Pinkerton",1,"Fall",1,1,1,1,1,6,6,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"11","Male","Lebanon",1,"Fall",0,1,1,1,1,1,7,3,3,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"11","Male","Lebanon",1,"Fall",1,1,1,1,1,6,7,3,3,3,4,1,2,3,2,4,2,1,4,4,4,2,2,4,1,3,1,1,2,1,3,3,1,1,4,3,4,4,4,4,1,2,1,2,2,3,1,4,4,4,4,4,1,3,3,4,3,1,3,2
"11","Male","Littleton",1,"Fall",1,1,1,1,1,6,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"11","Female","Belmont",1,"Fall",0,1,1,1,1,1,7,3,3,4,4,4,4,4,4,1,2,3,4,4,4,3,3,3,3,3,3,3,4,3,3,3,2,3,4,4,3,4,4,3,3,4,3,3,3,2,2,3,3,3,3,3,3,3,3,4,4,3,3,3
"11","Female","Hinsdale",1,"Fall",1,2,2,5,1,2,1,3,3,3,2,2,2,3,2,2,4,4,2,2,2,2,2,3,2,3,3,3,3,4,3,3,2,2,4,4,2,3,3,3,3,3,2,3,2,3,2,2,3,2,3,2,1,2,2,3,2,3,3,3
"11","Male","Exeter",1,"Fall",0,1,1,1,1,1,7,3,3,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"11","Female","Campbell",1,"Fall",1,1,1,1,1,1,6,3,3,4,4,3,3,3,3,1,3,3,4,3,3,1,3,3,3,3,3,4,4,4,3,3,1,3,4,4,3,4,4,4,2,4,4,4,4,4,4,2,2,3,4,4,2,4,4,4,4,3,4,4
"11","Female","Exeter",1,"Fall",0,1,1,1,1,1,7,3,3,4,4,4,4,4,4,1,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"11","Female","Franklin",1,"Fall",0,1,1,1,1,5,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"11","Female","Portsmouth",1,"Fall",0,1,1,1,1,1,7,3,3,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"11","Female","Exeter",1,"Fall",0,1,5,5,2,2,2,3,3,4,4,4,4,3,4,2,4,4,3,4,3,4,3,3,4,3,2,4,3,4,2,4,1,4,4,4,4,3,4,3,3,3,3,3,3,4,3,4,3,4,3,2,4,3,4,3,3,4,4,2
"11","Female","Hollis Brookline",1,"Fall",1,5,1,1,1,1,7,3,3,3,3,1,2,3,3,1,2,3,3,3,2,3,3,3,3,3,3,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,2,3,3,4,3,2,3,2,3,3,1,3,3,4,4,4,4,4
"11","Female","Hollis Brookline",1,"Fall",1,1,1,1,1,5,2,2,2,4,4,3,3,3,4,3,4,2,3,3,3,2,4,3,3,3,3,4,4,4,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4
"11","Female","Exeter",1,"Fall",0,1,1,1,1,2,7,3,3,4,4,3,4,4,4,2,4,3,4,4,4,4,3,3,3,4,4,4,4,4,3,3,4,4,3,4,4,4,3,4,3,4,3,2,4,4,3,2,3,2,3,3,3,2,4,4,4,3,3,3
"11","Male","Newmarket",1,"Fall",0,5,1,5,1,6,5,3,3,1,1,1,2,2,3,4,2,1,2,2,2,2,2,3,3,3,1,2,2,3,2,3,2,2,3,3,3,3,3,2,2,1,2,2,2,2,3,2,2,2,3,2,1,3,2,2,3,3,2,2
"11","Female","Raymond",1,"Fall",1,2,1,1,1,1,6,3,3,3,4,2,3,3,3,1,3,4,3,3,3,3,3,3,3,3,3,3,1,3,1,1,1,2,1,3,2,4,4,4,4,3,2,2,2,3,2,2,2,2,2,2,2,3,2,3,1,3,3,3
"11","Female","Franklin",1,"Fall",0,1,1,1,1,1,5,3,3,4,4,3,3,4,3,1,2,2,4,4,4,2,2,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,4,3,3,3,4,3,4,4,4,4,4,2,2,2,3,3,4,4,4
"11","Female","Mascoma",1,"Fall",0,1,1,1,1,1,5,3,3,4,3,4,4,3,3,1,4,2,3,4,4,4,4,4,3,4,4,3,2,1,3,1,2,3,3,3,3,3,4,3,2,4,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,3
"11","Female","Epping",1,"Fall",0,1,1,1,1,1,7,3,3,4,4,4,4,4,4,1,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4
"11","Male","Fall Mountain",1,"Fall",0,1,1,1,1,6,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"11","Male","Newmarket",1,"Fall",0,1,1,1,1,1,2,2,2,3,3,2,2,3,2,1,2,2,4,3,2,2,2,3,2,2,2,4,3,4,4,4,4,3,4,4,2,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3
"11","Male","Epping",1,"Fall",1,1,1,1,1,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,3,2,3,2,2,2,3,2,3,2,2,2,2,2,2,2,3,3,3,2,2
"11","Female","Epping",1,"Fall",1,1,1,1,1,5,5,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,2,2,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3
"11","Female","Woodsville",1,"Fall",0,1,1,1,1,1,6,3,3,4,4,4,4,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,3,3,3,3,4,4,4,4,4,1,1,1,4,4,4,4,4
"11","Male","Lebanon",1,"Fall",0,1,1,1,1,5,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"11","Female","Woodsville",1,"Fall",1,1,1,1,1,2,6,2,3,4,4,4,4,4,4,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"11","Female","Pinkerton",1,"Fall",1,1,1,1,1,2,6,1,2,4,4,3,3,3,3,2,3,2,3,3,3,2,3,4,4,4,4,4,2,3,3,3,2,3,4,4,4,4,4,4,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3
"11","Male","Portsmouth",1,"Fall",0,1,1,1,1,1,7,3,3,4,4,4,4,4,4,1,2,3,4,4,4,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,3,3,4,3,4,4,4
"11","Male","Pinkerton",1,"Fall",1,1,1,1,1,1,6,2,2,4,4,3,4,4,4,1,3,3,4,4,4,1,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,2,2,3,4,4,4,3,3
"11","Female","Sanborn",1,"Fall",1,2,1,6,1,1,5,3,3,3,3,2,2,4,3,1,3,3,3,4,3,2,3,2,3,1,3,4,3,4,2,2,3,2,4,4,3,4,4,4,2,2,3,2,2,4,3,4,4,2,2,2,3,3,3,3,3,3,3,3
"11","Female","Raymond",1,"Fall",1,1,1,1,1,1,5,3,3,4,3,3,3,4,4,1,3,3,4,4,3,4,4,3,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,3,4,4,3,4,4,4,4,3,3,3,3,3,2,3,2,3,4,4,3,3
"11","Female","Hollis Brookline",1,"Fall",1,1,1,1,1,2,7,3,3,4,4,4,4,4,4,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,4,4,4,4,4
"11","Male","Pinkerton",1,"Fall",1,1,1,1,1,2,7,3,3,4,4,3,3,3,3,2,2,1,3,3,3,2,3,3,3,3,3,4,4,4,4,4,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"11","Male","Lebanon",1,"Fall",1,1,1,1,1,2,7,3,3,4,4,4,4,4,3,2,3,2,4,4,4,4,3,3,3,4,3,3,3,4,3,3,3,4,3,3,4,4,3,3,2,4,4,3,3,3,3,4,3,4,3,3,4,2,3,4,4,3,4,4
"11","Male","Portsmouth",1,"Fall",0,1,1,1,1,5,7,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"11","Male","Lebanon",1,"Fall",1,1,1,1,1,1,5,3,3,4,4,3,4,3,3,1,3,2,3,4,3,2,3,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3
"11","Male","Franklin",1,"Fall",0,1,1,1,1,2,1,1,1,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"11","Female","Epping",1,"Fall",1,1,1,1,1,6,6,3,3,4,4,4,4,4,4,4,4,3,4,4,4,2,2,3,2,3,3,3,3,3,3,2,3,3,3,3,3,4,3,3,3,4,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3
"11","Female","Pinkerton",1,"Fall",0,1,1,1,1,1,7,3,3,4,4,4,4,4,4,1,4,3,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,4,4,4,4,3,3,3,4,4,4,4,4
"11","Male","Lebanon",1,"Fall",0,1,1,2,1,1,5,3,3,4,4,4,4,4,4,1,3,4,4,4,4,4,2,1,3,4,4,3,2,2,2,2,3,2,3,3,4,4,4,4,2,4,2,2,2,3,3,2,3,2,3,3,2,2,2,4,4,3,4,4
"11","Female","Franklin",1,"Fall",0,2,1,1,1,1,5,3,3,3,3,2,2,3,3,1,3,3,4,3,3,2,1,2,2,3,3,3,3,3,2,2,2,3,3,3,3,4,4,4,3,4,2,2,3,3,4,4,3,2,2,2,2,2,2,3,3,2,3,3
"11","Female","Littleton",1,"Fall",1,1,1,1,1,1,5,3,3,4,4,4,4,4,4,1,3,3,4,4,4,3,4,4,3,4,4,3,3,4,4,3,3,4,3,3,3,4,4,4,2,4,3,3,3,2,3,2,3,3,3,3,2,2,3,3,4,3,3,3
"11","Male","Fall Mountain",1,"Fall",0,1,1,1,1,1,6,1,1,3,3,2,2,2,3,1,3,2,3,3,3,3,2,3,3,2,3,3,3,3,3,3,2,3,3,3,2,4,3,3,3,3,3,3,2,3,3,3,2,2,3,3,4,3,2,3,3,2,2,2
"11","Female","Woodsville",1,"Fall",0,1,1,1,1,1,6,3,3,4,4,4,4,4,4,1,3,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,1,2,2,3,3,2,3,3,3,3,3,3,3
"11","Female","Exeter",1,"Fall",0,1,1,1,1,1,5,3,3,4,4,4,3,3,3,1,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,1,3,2,4,4,3,3,3,3,3,1,3,2,3,4,4,4,4
"11","Female","Londonderry",1,"Fall",0,1,1,1,1,1,5,3,3,4,2,2,3,4,4,1,3,2,4,4,3,1,1,2,1,4,2,1,2,2,3,1,3,1,3,3,4,4,4,1,1,1,1,2,1,1,4,1,1,1,2,3,2,3,3,3,4,4,4,4
"11","Male","Epping",1,"Fall",0,1,1,1,1,5,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"11","Male","Woodsville",1,"Fall",1,1,1,1,1,2,6,2,3,3,3,3,3,3,3,2,3,3,3,3,4,2,3,3,3,3,3,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,1,3,3,3,3,3,3
"11","Female","Woodsville",1,"Fall",1,1,1,1,1,2,5,2,2,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3
"11","Female","Epping",1,"Fall",0,1,1,1,6,1,6,3,3,1,1,1,1,1,1,1,1,2,1,1,1,3,2,2,1,3,3,4,4,4,4,4,4,4,3,4,4,4,2,3,3,3,2,2,2,3,1,4,3,4,3,3,4,4,4,4,4,4,4,4
"11","Male","Campbell",1,"Fall",1,1,1,1,1,1,7,3,3,1,4,3,4,4,4,1,1,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,4,4,4,3,4,4,4,4,4,4,4,1,2,3,3,4,2,4,4
"11","Male","Raymond",1,"Fall",1,1,1,1,1,1,6,3,3,4,4,4,3,3,3,1,2,2,3,3,3,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,3,2,3,3,4,3,4,4,4,3,3,3,4,4,4,4,4
"11","Male","Epping",1,"Fall",0,1,1,1,1,6,6,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
"11","Male","Exeter",1,"Fall",0,2,1,1,1,2,6,3,3,3,4,4,3,3,3,2,3,3,3,4,3,3,3,4,3,4,4,4,4,4,4,4,3,4,4,4,4,3,2,2,3,3,3,3,3,3,3,4,3,3,3,3,2,3,2,3,4,4,3,3
"11","Male","Lebanon",1,"Fall",0,1,1,1,1,1,1,3,3,4,4,4,4,4,4,1,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,3,4,4,4,3,3,3,3,3,3,4,4
"11","Male","Lebanon",1,"Fall",0,1,1,1,1,2,6,3,3,3,3,3,3,3,2,2,3,2,3,3,2,3,3,3,3,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,2,3,2,3,3,2,3,3
"11","Female","Newmarket",1,"Fall",0,1,1,1,6,2,7,3,3,4,4,3,3,3,3,2,3,4,3,3,3,2,2,4,4,3,3,4,4,4,4,4,4,4,4,4,2,3,1,2,3,1,1,2,2,3,2,3,1,3,1,1,1,1,1,3,3,3,4,3
"11","Male","Sanborn",1,"Fall",1,1,1,1,1,1,6,2,2,4,3,3,3,3,3,1,3,3,3,3,3,4,3,4,3,3,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,2,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4
"11","Male","Gorham",1,"Fall",0,1,1,1,1,1,7,3,3,4,4,4,4,4,4,1,2,2,4,4,4,4,3,3,3,4,4,4,3,4,4,3,3,4,4,4,4,4,4,4,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4
"11","Female","Littleton",1,"Fall",1,1,1,1,1,1,6,3,3,4,4,4,4,4,3,1,2,3,4,4,4,4,3,4,3,3,3,4,4,4,4,4,3,3,4,4,3,4,4,4,3,4,2,2,2,3,3,4,4,4,4,4,2,3,2,3,3,4,3,3
"11","Female","Lebanon",1,"Fall",0,1,1,1,1,2,5,2,2,3,3,3,2,3,3,2,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3
"11","Male","Epping",1,"Fall",0,1,1,1,1,6,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,3,3,2,3,3,4,4,4
"11","Female","Belmont",1,"Fall",0,1,1,1,1,1,7,3,3,4,4,4,4,4,4,1,4,3,4,4,4,4,4,3,4,2,4,4,4,4,4,4,4,4,4,4,3,4,3,4,2,4,2,1,2,2,2,4,4,4,4,4,3,3,3,4,4,4,4,4
"11","Male","Inter-Lakes",1,"Fall",0,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,3,4,1,1,1,1,1,4,4,1,1,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,1,2,4,3,2,2,4,4,4,4,3,4,3,4,2,3,4,2
"11","Male","Epping",1,"Fall",1,1,1,1,1,2,7,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4
"11","Female","Hinsdale",1,"Fall",0,1,1,1,1,1,1,3,3,4,4,4,4,4,4,1,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"11","Female","Lebanon",1,"Fall",1,1,1,1,1,1,7,3,3,4,4,3,3,3,3,1,2,3,3,3,3,2,2,3,2,3,3,4,3,4,4,4,3,4,4,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,4,4,3,3,3,3,3
"11","Female","Spaulding",1,"Fall",1,1,1,1,1,2,7,3,3,4,4,2,2,3,3,2,3,2,3,3,3,4,4,4,4,4,4,3,3,4,3,3,3,3,3,3,4,4,4,4,3,4,3,3,3,3,3,4,3,4,4,3,3,3,3,4,4,4,4,4
"11","Female","Belmont",1,"Fall",1,2,1,1,1,1,5,3,3,3,3,3,4,4,3,1,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,2,2,2,3,3,3,3,3,3,2,2,3,3,3,3,3
"11","Female","Exeter",1,"Fall",0,1,1,1,1,1,7,3,3,3,3,2,2,3,3,1,3,3,3,3,3,3,2,3,2,4,4,4,4,4,4,4,2,3,3,2,4,4,4,4,3,3,3,2,3,3,3,4,3,3,3,3,2,3,3,4,3,3,3,3
"11","Male","Lebanon",1,"Fall",1,2,1,1,1,5,7,3,3,3,2,2,2,2,2,3,2,1,2,2,2,1,2,3,4,2,2,4,4,4,4,4,3,3,3,3,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,2,3,3,3
